12837
52 9 21	Eliana Gonzalez
87 2 22	Nicholas Phillips
47 11 5	Carl Coleman
47 6 3	Steve Flynn
12 11 20	Jeni Drake
65 5 7	Shanelle Hale
80 5 23	Howard Hindman
10 6 2	Max Stokes
69 2 29	Jane Thomas
78 2 15	Susan Peterson
79 0 21	Estelle Hale
63 8 29	Gregory Bryant
67 7 23	Jane Tate
46 3 12	Pamela Lane
90 9 27	Wilmer Caraballo
67 5 30	Joshua Jenkins
13 1 23	Ryan Russell
28 8 15	Sherri Russell
52 7 29	Bobby Simmons
42 7 19	Wayne Vargas
9 4 21	Willie Walters
45 3 22	Ryan Thomas
45 10 17	Gregory Martin
50 9 6	Antoinette Harvey
48 3 20	Jonathan Carvalho
28 1 18	Judith Garcia
31 0 21	Mildred Roberts
35 5 17	Gerard Hindman
65 3 3	Timothy Bryant
68 3 25	Teresa Faison
59 9 29	Robin Peters
90 0 29	Jane Bennett
64 5 20	Dwayne Barber
57 10 2	Germaine Stewart
65 8 12	Alice Gonzalez
33 4 28	Angel Hindman
64 10 26	Marion Casey
76 11 6	Yuonne Richardson
68 7 8	Sarah Norman
72 8 5	Raymond Simpson
77 8 8	Carl Main
56 7 26	Herma Jenkins
17 7 18	Charlene Moore
80 11 29	Marie Fenton
9 7 5	Myron Pibbles
65 9 3	Jenifer Reeves
88 10 20	Roy Barlow
59 7 18	Jeni Mabry
22 8 11	Wanda Franklin
39 6 2	Bobby Orosco
87 11 7	Jackeline McDonald
29 1 3	Jeremy McDonald
65 3 25	Nancy Bryant
41 0 24	Walter Grantham
62 0 12	Kenneth Morgan
46 4 16	Germaine Davis
28 10 15	Zachary Nunez
30 4 19	Janet Grantham
42 8 15	Carley Knight
80 9 8	Fred Harrington
45 10 12	Pamala Foster
17 4 19	Treva Alvarado
46 11 15	Christopher King
46 9 6	Tracy Archer
8 4 29	Nancy Smith
42 6 20	Wayne Price
38 2 20	Wayne Wagner
24 0 6	Kelly Duong
24 11 18	Carl Jenkins
11 2 3	Pat Dennis
82 8 29	Wilson Cooper
40 8 17	Aida Stewart
37 0 7	Christopher Hale
27 10 17	Krissy Stewart
37 3 17	Inez Griffin
49 5 25	Anna Richardson
18 8 5	See Banks
77 2 5	Christine Reyes
40 1 13	Timothy Lamb
22 6 14	Tammy Price
45 7 21	Salvador Harris
10 9 18	Jeni Morgan
47 9 27	Janice Watson
8 11 2	Jonathan Marsh
18 11 17	Donald Maier
82 11 8	Andres Adams
59 4 14	Belinda Henderson
74 3 24	Calvin Cook
38 9 10	Eloise Edwards
76 8 29	Wayne Tiller
18 6 26	Pamela Doyle
74 4 25	Andrea Reed
34 4 26	Cheryl Rivera
13 7 27	Estelle Gonzalez
85 7 14	Timothy Watson
45 8 15	Joanne Clark
29 10 16	Anna Sullivan
35 4 15	Ryan Payne
74 9 3	Kathleen Cook
67 2 23	Martin Harrison
12 10 7	Barbara Lanham
58 2 2	Chris Griffin
87 6 27	Darrin Turner
88 11 6	Deborah Wilson
66 1 15	Germaine Tiller
55 0 1	Dani Howard
16 10 28	Alycia Edwards
53 11 25	Khadijah Hudson
43 0 29	Valerie Harris
15 6 3	Irene Simmons
79 4 24	Martin Vargas
24 11 23	Estelle Martinez
34 6 19	Claudine Flowers
59 8 13	Belinda Harrison
83 0 15	Fred Seymore
63 7 3	Nicolette Willis
69 4 16	Charlene Evans
13 11 14	Ashley Hall
17 10 26	Lillian Knight
19 0 9	Catherine Harvey
45 11 20	Eliana Ward
56 4 3	Eugenia Davis
90 4 29	Joshua Paul
68 6 19	Carley Cook
72 9 5	Marion Platt
88 9 1	Jennifer Henderson
86 0 10	Amanda Ross
50 11 20	Casey Edwards
16 1 15	Kenneth Neal
13 9 22	Catherine Ross
32 4 8	Donald Hines
79 5 5	Terence Reid
56 9 4	Christine Edwards
28 6 30	Lindsay Alvarado
54 3 6	Andrew Russell
87 9 0	Natalie Coleman
78 9 12	Jason Nunez
87 11 0	Lynn Cook
49 4 9	Earl Brown
20 1 21	Kasie Huddleston
83 7 22	Shrimply Weaver
67 7 23	Kim Horowitz
82 2 19	Melissa Thompson
71 7 1	Dennis Hollins
26 7 29	Anna Collins
73 11 14	Oretha Torres
39 8 28	Betty Thomas
58 5 30	Alycia Diaz
20 2 9	Marie Townsend
10 8 8	Jack Clark
38 2 11	Candelaria Copeland
46 9 1	Dennis Brockman
24 5 13	Michael Morgan
40 5 26	Alice Barber
24 4 3	Deborah Hindman
50 1 3	Clayton Orosco
55 10 12	Jeremy Hughes
15 10 4	Luz Caraballo
87 6 4	Howard Whitworth
81 6 9	Katherine Lanham
60 5 8	Helen Vaughn
58 2 18	Patricia Hollins
61 9 20	Kathy Walker
74 11 15	Clark McDaniel
26 2 23	Kelly Drake
35 3 26	Zada Hines
79 4 11	Robin Flynn
21 4 4	Andrew Reed
69 9 1	Kelly Drake
76 2 15	Anthony Price
75 10 9	Benjamin Dennis
59 11 27	Kimberly Taylor
82 1 28	Jorge Olvera
13 5 29	Janice Blanton
25 10 13	Andrea Lanham
70 11 30	Anya Townsend
39 3 29	Susan Alexander
21 5 14	See Bowling
62 2 14	Nicholas Faison
70 4 3	Niki Knight
82 3 18	Lindsay Hampton
57 6 15	Max Price
10 4 24	Ronald Wilkins
25 2 12	Antoinette Dunn
11 1 20	Pat Caraballo
17 4 28	Michelle Horan
33 3 8	Rufus Neal
23 3 0	Santiago Hall
25 7 6	Carl Foster
50 6 27	Deborah Butler
74 2 2	See Faison
25 11 2	Cheryl Orosco
29 1 25	Barbara Lee
52 7 26	Cynthia Mabry
73 4 21	Gerard Payne
61 11 18	Earl Watson
27 7 19	Tracy Moran
48 7 24	Wilmer Thomas
61 8 25	Kathy Gonzalez
23 4 9	Lonnie King
79 3 14	Samual James
59 6 18	Johnathan Fortune
37 4 12	Ramiro Collins
17 9 19	Janet Hernandez
26 5 29	Alan Price
73 6 7	Randee Reddick
28 3 10	Kelly Clark
27 8 2	Lucia Nunez
84 4 16	Nancy Fenton
89 3 27	Margaret Brown
52 2 14	Gerard Hindman
40 2 24	Estelle Padilla
74 11 7	Wanda Tackett
19 6 6	Timmy Carr
90 4 18	Mary Platt
13 8 28	Christopher Fenton
49 11 10	Helen Weaver
29 9 16	Fred Walters
12 5 25	Michael King
14 4 21	Laura Grantham
58 1 0	Andre Garcia
72 3 13	Lonnie Flowers
78 2 13	Dennis Diaz
9 11 18	Kathleen Turner
18 9 14	Jonathan Carr
54 10 27	Nicolette Garcia
39 5 26	Eloise Turner
66 6 6	Hugh Davis
15 6 5	Christopher Barth
14 11 24	Diana Barrett
49 3 25	Pat Butler
20 10 23	Felipe Stewart
22 4 12	Bryant Sullivan
29 2 19	Karrie Russell
71 3 9	Natasha Anderson
22 2 27	Kimberly Vega
53 10 21	Johnathan Main
50 10 30	Eileen Thomas
46 2 5	Salvador Miller
59 11 20	Wayne Dennis
54 3 22	Eugenia Maier
65 4 23	Cheryl Bell
59 4 19	Pamela Patterson
39 7 1	Stasia Padilla
48 0 13	Nancy McDonald
16 5 18	Aaron Yoon
28 3 30	Lonnie Cook
27 7 22	Fred Blanton
49 2 10	Max Archer
78 3 19	Randee Coleman
81 5 7	Sophia Robinson
10 11 18	Laurence Mccune
59 1 25	Kenneth Gray
84 0 21	Terence Fenton
9 9 25	Darrin Bowling
34 2 20	Carl Brooks
63 7 5	Frankie Dean
8 4 30	Shanelle Weaver
20 4 24	Michelle Doyle
58 0 27	Rachel Patterson
21 8 21	Cheryl Vargas
19 3 29	Alan Campbell
19 5 2	Willie Pulliam
12 10 0	Angel Ross
61 10 23	Dani Collins
80 3 3	Dorothy Price
77 3 0	Darrin Maier
57 10 18	Martha Green
34 0 26	Terence Harrington
44 5 19	Alice Flores
43 1 4	Steve Roy
8 11 18	Lindsey Ross
24 11 25	Kathy Medina
63 7 27	Janice Paul
14 3 5	Fred Hughes
35 10 17	Ryan King
40 0 26	Nelson Barth
54 1 7	Niki Griffin
26 5 23	Angelika Hughes
66 3 15	Stephenie Dennis
27 0 9	Darrin Paul
71 6 0	Johnathan Bass
36 8 11	Ernest Walters
20 10 0	Roy Wood
86 4 20	Candelaria Green
54 4 25	Levi Roy
53 4 12	Salvador McDaniel
78 11 28	Salvador Aguilar
67 11 20	Janet Hardy
25 1 11	Mary Butler
55 1 12	Lucia Vargas
40 5 6	Claudine Hamilton
70 0 1	Martin Nunez
75 2 6	Jose Diaz
15 5 27	Krissy Harrington
77 8 1	Nancy Casey
34 7 30	Calvin Jenkins
61 8 18	Annie Flowers
34 1 24	Rufus Perry
38 2 24	Dwayne Washington
83 11 26	Lindsay Holland
87 3 29	Kelly Freeman
57 7 21	Edward George
43 6 14	Kasie McDonald
12 11 6	Hugh Jackson
55 11 3	Katherine Moran
27 10 26	Lila Torres
50 11 1	Eliana Barrett
28 9 30	Nelson Hudson
81 9 12	Kathy Hampton
45 8 13	Salvador McDonald
25 2 6	Frankie Maier
47 0 21	Alycia Hollins
77 8 11	Shanelle Hardy
26 7 9	Rafael Kelly
85 9 29	Melita Baldwin
17 7 4	Alice Sanchez
48 4 6	Levi Casey
80 8 10	Walter Watson
87 1 15	Irene Vega
51 3 29	Yuonne Collins
31 0 11	Kasie Rogers
44 1 5	Deborah George
39 1 27	Sherri Huddleston
65 7 20	Herma Lee
71 0 26	Pat Lopez
61 9 8	Maryalice Collins
27 2 2	Deborah Reddick
56 0 9	Charles Ingram
48 3 15	Joe Tackett
86 0 26	Rufus Bryant
41 2 10	Elvina Lopez
31 10 7	Jack Lamb
80 8 15	See Barrett
38 11 18	Martin Ball
80 1 26	Yuonne Gonzalez
77 8 17	Jean Holt
35 10 7	Dexter Patterson
76 10 8	Gordon Edwards
69 6 7	Max Olvera
44 11 12	Casey George
49 1 22	Mary Patterson
68 8 24	Timothy Rodriguez
62 5 11	Andres Blanton
51 11 12	Andrea Sanders
72 2 16	Janet Barth
80 0 29	Michelle Archer
60 6 25	Ken Murphy
55 7 16	Richard Martin
86 5 21	Lillian Sullivan
89 5 15	Heidi Steadman
68 11 6	Claudine Nunez
29 4 28	Andre Tackett
26 1 5	Eugene Holloway
39 4 2	Chris Roy
86 5 28	Cynthia Carr
64 6 10	Bryant Huddleston
31 11 11	Anthony Gonzales
65 8 7	Anna Hudson
77 2 3	Niki Simpson
19 3 18	Norman Padilla
20 11 4	Jean Anderson
16 0 29	Cynthia Torres
81 9 23	Timothy Bowling
50 1 19	Jackie Padilla
29 2 21	Randee Reddick
73 3 28	Rufus Lamb
88 8 24	Anna Bell
17 5 20	Anya Morris
14 11 5	Treva James
66 7 30	Judith Williams
64 1 27	Khadijah Harris
86 4 0	Dani Willis
84 6 27	Howard Bowen
45 10 2	Julie Alexander
32 11 16	Carley Hall
75 5 9	Jackie Nunez
73 0 17	Kathy Brockman
33 0 7	Grace Sanders
84 0 24	Kathleen Edwards
70 3 10	Natasha Lewis
44 6 0	Gerard Howard
66 9 28	Dawne Cox
30 10 29	Cynthia Faison
21 10 13	Anna Harrison
53 3 28	Marion Thompson
33 2 17	Lynn Mabry
37 5 5	Myron Hill
18 1 7	See Roberts
85 3 26	Joe Taylor
47 5 7	Clarence Evans
78 9 7	Marshall Foster
48 7 26	Estelle Lee
75 8 19	Dorothy Dean
80 1 30	Zada Peterson
63 3 4	Ivan Edwards
19 11 18	Karrie Knight
16 9 20	Rufus Cox
62 2 5	Rachel Harvey
31 8 11	Rafael Medina
55 4 30	Devin Vargas
20 10 13	Candelaria Evans
77 2 7	Herma Griffin
53 10 3	Charles Taylor
33 3 12	Doris Ingram
85 4 12	Elvina King
30 2 28	Lindsay Orosco
52 3 30	Maryalice Hudson
21 0 17	Amanda Weaver
41 5 19	Cynthia Shuman
45 4 4	Lillian Caraballo
68 6 23	Marilyn Porterfield
61 2 22	Jennifer Dennis
55 11 15	Pamala Aaron
14 8 25	Willie Carter
48 5 26	Jack Lane
88 8 27	Darrin Hughes
52 8 11	Natasha Reyes
19 5 15	Jean King
78 9 7	Herma Griffin
51 3 28	Eloise Griffin
81 9 0	Gary Carr
75 4 25	Timmy Coleman
76 11 2	Irene Horowitz
30 1 2	Collen Fortune
28 7 18	Gary Aaron
66 9 19	Mary Orosco
69 2 24	Joanne Vega
49 7 24	Joe Maier
63 10 17	Helen Nelson
49 3 19	Estelle Bailey
76 10 0	Kevin Boyle
78 8 24	Hsiu Holland
48 1 11	Richard Dean
90 8 4	Ernest Buchanan
57 9 14	Marion Ball
20 1 6	Diana Price
55 10 13	Belinda Howard
34 3 11	Eliana Morgan
32 11 15	Judith Henderson
89 5 23	Santiago Miller
62 9 1	Anya Gonzalez
37 1 27	Terence Patterson
24 4 12	Betty Butler
14 9 20	Eileen Mitchell
71 6 24	Natasha Bowling
21 10 13	Karrie Wheeler
23 6 17	Angie Jackson
40 7 1	Irene Griffin
72 10 1	Martha Davis
88 6 20	Ken Boyle
23 3 17	Brandon Reid
62 3 11	Sherri Fleming
50 2 0	Jane Perkins
87 2 28	Wanda Hudson
77 2 18	Mildred Meyer
59 9 14	Khadijah Martinez
14 7 0	Rosie Copeland
9 6 21	Eugene Harrison
64 7 0	Mildred Anderson
27 2 30	Gregory Graves
31 0 15	George Bennett
9 5 13	Wade Lewis
79 0 26	Melita Mabry
50 11 6	Carley Boyle
60 11 15	Lindsay Price
22 6 4	Randee Hamilton
8 10 30	Patti Yoon
45 0 17	Marie Bryant
88 4 30	William Mabry
49 11 6	Howard McDonald
89 10 14	Nicholas Arevalo
53 8 12	Pat Copeland
89 11 22	Jeni Bryant
71 8 19	Benjamin Perry
31 6 19	Roger Grantham
53 10 11	Angie Bass
56 5 13	Jose Rhodes
67 2 2	Ronald Baker
29 0 10	Max Holloway
80 8 20	Val Ross
75 0 17	Roy Platt
60 2 18	Nicholas Willis
42 4 10	Alan Lopez
69 10 24	Charlene Sterling
24 3 16	Andres Huddleston
63 4 5	Dorothy Yoon
14 9 15	Arthur Nunez
17 10 18	Kevin Horan
12 6 19	Clayton Bryant
24 10 12	Mary Allen
30 5 30	Valerie Carter
56 1 1	Karrie Wilkins
74 5 27	Marshall Gonzalez
41 6 23	Ryan Flowers
80 5 20	Lillian Harris
76 0 30	Shanelle Benton
66 10 17	Natasha Murphy
48 9 18	Lindsey Barth
22 8 23	Lynn Evans
53 0 21	Alan Collins
39 8 10	Michelle Long
88 5 5	Helen Buchanan
68 7 3	Earnest Price
85 1 24	Roy Bell
62 11 13	Eliana Fenton
37 5 4	Pamela Ramirez
36 3 24	Eugenia Browne
62 0 18	Alejandro Drake
57 8 5	Josphine Wagner
21 9 16	Inez Tate
86 7 3	Aida Norman
19 4 18	Martin Coleman
53 6 0	Ronald Hubbard
23 11 4	Cheryl Buchanan
83 5 16	Lillian Thompson
63 2 16	Jeni Young
53 8 22	Samual Reeves
90 0 2	Dexter Casey
27 4 20	Martha Rivera
49 9 24	Zachary Maier
23 8 27	Catherine Gonzalez
20 8 8	Ken Reid
62 3 12	Andres Collins
84 4 15	Johnathan Parker
73 7 22	Grace Diaz
40 4 25	Melita Watson
73 8 17	Treva Flaherty
86 11 18	Shrimply Lindsey
62 11 17	Valerie Fortune
35 4 16	Andre Weaver
90 10 1	Jorge Moore
73 4 5	Rebecca Reid
32 7 13	Andres Taylor
76 10 5	Kenneth Casey
58 0 16	Marshall Thompson
59 0 5	Johnathan Peterson
31 3 26	David Wright
8 10 5	Maddie Hollins
40 4 28	Carley Lamb
53 9 5	Candelaria Sanders
61 0 4	Khadijah Hunt
69 2 14	Earnest Murphy
39 11 22	William Washington
81 0 7	Kim Brooks
17 6 1	Patti King
17 4 25	Diana Main
32 7 19	Denise Reed
42 0 17	Wayne Garcia
45 0 26	Darrin Evans
67 2 21	Brandon Medina
58 2 1	Ernest Ward
63 4 18	Robin Barlow
66 7 11	Krissy Sherman
59 10 1	Patricia Humphrey
24 7 13	Wayne Lee
34 3 22	Rafael Wood
77 3 30	Denise Browne
67 10 16	Angie Ruiz
41 7 4	Niki Harvey
70 5 4	Melita Bowen
12 4 28	Brandon Taylor
32 2 4	Jacqueline Edwards
37 7 23	Laurence Mccune
35 3 6	Eugene Doyle
82 6 10	Maryalice Steadman
59 6 21	Denise Goodrich
70 5 29	Joe Moran
44 1 15	Pat Doyle
33 9 5	Marshall Walker
25 5 7	Stasia Sullivan
9 0 30	Val Moody
56 2 15	Dawne Bass
76 1 2	Diana Faison
24 7 8	Julie Platt
85 4 18	Luz Green
14 2 19	Rachel Taylor
34 0 20	Chris Mabry
37 9 1	Zada Grantham
52 10 18	Myron Buchanan
53 8 3	Collen Arevalo
17 1 29	Jane Fenton
58 0 2	Melita Morgan
75 4 18	Myron Parker
60 9 29	Richard Brooks
88 3 7	Inez Tackett
63 7 11	Bobby Bennett
38 6 11	See Foster
39 11 13	Deborah Huddleston
58 5 21	Wayne Reddick
68 0 21	Benjamin Paul
30 10 1	Joshua Gray
61 1 5	Lonnie Townsend
15 2 16	Elvina Maier
69 6 21	Laurence Evans
81 9 8	Michael Bryant
28 11 24	Barbara Carter
60 2 0	Carl Reddick
53 7 11	Heidi Copeland
23 1 5	Dorothy Sterling
36 5 0	Jennifer Henderson
29 1 20	Gregory Flores
54 7 2	Kenneth Bryant
12 6 5	Andrew Griffin
31 6 10	Stasia Barth
84 10 20	Helen Parker
12 4 30	Hugh Seymore
27 9 15	Wayne Patterson
48 2 30	Lindsay Grantham
66 7 14	Shanelle Howard
46 8 24	Sherri Knight
80 5 8	Chris Fortune
65 7 22	Nicholas Garcia
18 3 30	Raymond Williams
81 9 17	Raymond Griffin
69 3 14	Michael Steadman
50 1 26	Joshua Rogers
77 7 11	Christopher Mccune
50 2 25	Gerard Boyle
64 2 0	Jackie Clark
15 5 1	Carley Whitworth
71 8 4	Christopher Payne
47 2 10	Jeni Wagner
81 11 9	Dorothy Fortune
50 10 21	Khadijah Price
19 5 20	Melita Baldwin
78 9 2	Howard Richardson
72 8 27	Earl Peterson
29 5 8	Belinda Cook
78 10 2	Jacqueline Brockman
37 11 19	Jean Carvalho
46 2 20	Margaret Reyes
45 7 30	Josphine Weaver
54 7 2	Amanda Jackson
22 6 23	Calvin Stokes
65 8 15	Julie Baker
89 3 20	Maryalice Mitchell
38 0 30	Pamala Collins
17 4 6	Jennifer Bryant
87 10 5	Stephenie Hunt
64 10 18	Kasie Moody
82 5 6	Shanelle Taylor
80 7 29	Lindsey Perkins
51 6 1	Spencer Hindman
90 5 1	Erica Gray
25 4 12	Joe Long
61 6 30	Jenifer Sanchez
41 11 25	Laurence Parker
26 11 5	Angelika Sullivan
70 10 29	Kathleen Payne
43 2 17	Joe Brockman
56 10 25	Stasia Roland
61 2 24	Charlene Reeves
39 2 9	Candelaria Neal
34 0 24	Maddie Copeland
55 7 9	Vera James
18 5 28	Angel Mabry
20 7 27	Michael Horan
20 4 13	Melissa Seymore
69 8 7	Norman Holloway
32 2 0	Felipe Neal
16 6 12	Myron Flores
22 2 3	Ken Foster
65 10 25	Anya Johnson
59 2 17	Gary Hardy
42 1 26	Laura Maier
81 8 8	Eugene Reed
14 9 20	Marilyn Flores
51 0 5	Nancy Jackson
65 1 24	Hugh Gracia
10 0 7	Dennis Weaver
46 5 13	Felipe Nunez
81 10 7	Dwayne Smith
37 11 18	Germaine Freeman
30 5 15	Collen Holloway
24 3 29	Melissa Torres
41 11 15	Ivan Rhodes
33 9 29	Clarence Murphy
14 11 22	Gerard James
56 5 25	Max Sanchez
20 9 8	Steve Evans
10 6 18	Eliana Faison
11 5 12	Rosie Seymore
81 8 17	Karen Wagner
34 3 21	Hugh Foster
18 6 27	Salvador Garcia
84 7 9	Wayne Hughes
21 9 23	Oretha Hunt
82 6 3	Shrimply Harris
15 11 10	Angie Washington
49 2 15	Walter Flores
71 1 25	Katherine Flowers
70 11 21	Joshua Lamb
32 3 8	Pamela Turner
13 0 19	Luz Mabry
66 8 24	Natalie Rogers
22 10 14	Pamala Weaver
61 3 13	Joe Holloway
29 9 5	Dani Taylor
50 8 8	Joe Faison
80 2 0	Gordon Hollins
82 3 28	Ryan Gray
53 10 5	Bryant Bennett
47 9 10	Dwayne Tiller
90 10 20	Rachel Jackson
73 10 23	Roger Maier
16 7 23	Claudine Lindsey
66 0 18	Lindsay Sanders
35 10 25	Jane Tackett
29 10 5	Lillian Allen
88 10 17	Herma Whitworth
44 7 20	Tammy Washington
33 5 2	Pamala Simmons
51 11 12	Marie Sterling
60 4 9	Melissa Price
13 5 27	Marilyn Rhodes
64 3 16	Yuonne Porterfield
56 11 23	Melissa Reed
54 6 30	Aida Taylor
41 0 18	Timothy Holland
52 1 16	Rachel Meyer
75 0 19	Eugene Neal
22 2 22	Stasia Bennett
60 11 2	Candelaria Olvera
32 2 12	Jane Perez
65 8 10	Kelly Martin
19 0 25	Jacqulyn Martin
75 6 4	Valerie Hunt
51 5 24	Robin Hale
9 1 23	Yuonne Martinez
12 11 17	Maryalice Kelly
76 0 13	Kelly Gonzalez
13 4 22	Timothy Marsh
37 0 1	Shani Willis
70 6 1	Alice Foster
85 6 8	Zachary Martin
48 8 29	Jenifer Morris
81 7 0	Betty Bailey
60 7 11	Dwayne Benton
42 1 9	Lillian Hale
39 11 22	Erica Jenkins
18 9 20	Rufus Henderson
58 8 19	Anya Stokes
64 11 7	Kimberly Smith
19 2 16	Rafael Whitworth
45 2 9	Deborah Sullivan
46 0 13	Eugene Bass
67 2 23	Nicolette Jenkins
10 3 17	Zada Humphrey
57 0 26	Nicolette Morgan
21 3 15	Barbara Webb
84 2 4	Claudine Fleming
70 8 27	Shani Barrett
21 11 26	Carley Meyer
88 9 25	Sophia Perkins
84 1 6	Kathy Barlow
79 10 26	Eliana Butler
45 0 19	Erica Fleming
90 4 23	Marilyn Meyer
66 10 24	Dani Griffin
65 5 11	Samual Wilkins
37 2 4	Melissa Orosco
81 4 8	Raymond Cooper
72 4 17	Luz Thompson
61 2 22	Karrie King
53 7 7	Alice Lamb
51 3 30	Myron Goodrich
52 11 2	Adam Allen
46 11 23	Ernest Ross
32 2 6	Mildred Copeland
45 0 19	Terence Campbell
44 4 5	Pat Knight
49 5 27	Kim Freeman
41 2 16	Casey Barber
69 2 30	Yuonne Peterson
24 7 18	Shanelle Gonzalez
20 5 9	Oretha Edwards
11 0 10	Michael Grantham
43 11 8	Barbara Faison
35 11 14	Roger Murphy
88 11 0	Nicholas Wilkins
72 11 27	Fred Hubbard
55 11 16	Nicolette Scott
25 10 10	Estelle Sherman
63 6 2	Dawne James
69 0 16	Kasie Hale
29 6 17	Jenifer Jenkins
57 10 20	Johnny Shuman
30 2 11	Pamala Hudson
26 0 19	Willie Grantham
68 11 6	Terry Moran
57 7 30	Marjorie Peters
44 9 11	Terry White
20 9 5	Grace Roy
23 10 13	Cheryl Powell
63 1 19	Sophia Coleman
63 11 16	Myron Flynn
59 11 13	Natalie Wagner
59 3 23	Jorge Hale
41 9 24	Dennis Walters
40 11 5	Diana McDaniel
16 6 2	Estelle Benton
55 0 21	Treva Arevalo
70 7 24	Robin Steadman
34 7 29	Lillian Horowitz
29 5 13	Earl Fortune
51 1 23	Germaine Baldwin
18 3 24	Teresa Bailey
55 3 4	Brandon Seymore
80 1 25	Belinda Baldwin
51 11 3	David Carr
74 3 13	Christine Faison
45 1 20	Kelly Bennett
78 4 1	Earl Main
65 4 22	Calvin Henderson
11 5 18	Robin Baumann
64 0 6	Natasha Watson
32 6 2	Stephenie Dunn
30 1 16	Luz Henderson
54 0 26	Gregory Ross
45 5 9	Mary Knight
80 8 8	Gerard Morgan
17 8 16	Terry Harvey
49 11 16	Jennifer Medina
39 3 7	Herma Phillips
77 5 1	Charles Peters
13 9 10	Oretha Mabry
53 11 14	Arthur Powell
40 4 1	Jack Bell
31 1 21	Jenifer Ward
37 1 12	Tracy Casey
46 1 5	Eugene Smith
53 5 4	Ramiro Dunn
18 0 27	Karen Gonzalez
42 9 11	Natalie Collins
52 9 3	Cecil Meyer
70 7 21	Sharon Barrett
12 10 27	Nancy Meyer
66 0 4	Patricia Wright
23 6 24	Walter White
63 2 24	Kenneth Reid
37 0 29	Clarence McDaniel
69 10 30	Niki Perry
37 11 21	Kevin Hill
32 3 22	Ashley King
38 9 25	Elvina Meyer
15 0 14	Jennifer Barrett
56 9 22	Calvin Holt
15 0 0	Stasia Carter
76 0 10	Heidi Horowitz
83 0 0	Alma Barlow
52 5 4	Christopher Washington
55 4 30	Mary Bailey
67 0 14	Margaret Mitchell
39 1 11	Belinda Horan
10 10 15	Laura Butler
79 5 1	Cheryl Hughes
48 8 17	Pamala Anderson
30 9 21	Sherri Brockman
19 7 21	Denise Robinson
17 9 21	Jacqueline Whitworth
38 6 6	Maria Howard
42 10 4	Fred Adams
19 2 27	Jane Wagner
15 5 15	Andre Stewart
81 6 20	Oretha Thompson
20 3 12	Khadijah Olvera
12 5 25	Rachel Reyes
34 11 15	Howard Barlow
19 2 7	Edward Meyer
69 8 9	Howard Evans
33 2 10	Angel Hudson
9 6 3	Lindsey Kelley
14 10 22	Diane White
14 1 6	Chris Aguilar
87 8 25	Rachel Richardson
10 11 1	Adam Russell
62 10 23	Jonathan Butler
15 0 6	Santiago Jones
76 4 8	Kenneth Barrett
29 5 9	Kasie Lane
57 5 3	Sharon Roland
67 0 23	Kim Mitchell
61 4 9	Catherine Flynn
83 2 3	Pat Baldwin
51 1 4	Eileen Flores
23 9 29	Vera Scott
12 10 9	Deborah Barber
51 10 21	Rose Butler
17 1 4	Eileen Coleman
66 4 14	Kevin Freeman
61 8 10	Roy Harvey
61 2 12	Chris Walters
62 4 11	Candelaria Dean
20 3 3	Lillian Alvarado
82 10 7	Gregory Wheeler
35 7 18	Fred Roland
74 1 27	Roger Patterson
71 6 19	Teresa Payne
28 0 5	Alycia Watson
30 9 3	Lindsay Casey
70 4 2	Mary Webb
85 8 15	Donald Sanders
36 4 12	Kim Holland
20 0 13	Raymond Freeman
52 9 3	Zachary Butler
21 9 17	Margaret Reyes
36 3 29	Brandon Ruiz
34 7 11	Glennis Hines
13 11 2	Jacqulyn Nelson
46 9 18	Christopher James
32 6 9	Kelly Roy
23 11 21	Delaine Williams
78 3 16	Julie Weaver
21 8 10	Michael Mccune
60 1 24	Pamela Bryant
24 4 5	Kenneth Gonzalez
59 1 29	Jeremy Rhodes
66 0 22	Howard Wagner
10 7 18	Salvador Hernandez
60 9 7	Jason Dean
39 9 6	Jacqulyn Orosco
65 3 28	Margaret Ball
21 6 1	Angel Weaver
40 8 8	Aubrey Gonzalez
68 0 10	Pamela Smith
45 0 20	Christine Franklin
70 0 18	Dorothy Henderson
17 6 21	Calvin Seymore
34 0 16	Marjorie Humphrey
69 8 16	Marilyn Wood
45 10 22	Raymond Copeland
14 5 21	David Wheeler
10 4 28	Shanelle Flynn
43 2 0	Wilson Miller
85 3 27	Lucia Gonzalez
37 4 6	Aubrey Anderson
15 3 10	Pamala Reeves
43 6 25	Mary Mitchell
61 1 3	Shanelle Perry
41 5 6	Gregory Henderson
64 10 14	Shani Mitchell
90 4 2	Andre Patterson
29 0 2	Samual Bass
47 8 14	Shani Seymore
28 7 2	Pat George
23 1 16	Martin Hall
14 10 24	David Taylor
27 7 12	Pamala Campbell
18 5 2	Sharon Miller
78 9 8	Earl Edwards
24 0 8	Eugene Fleming
26 1 28	Frankie Morris
13 1 28	Alycia Green
31 2 16	Max Bennett
62 6 24	Maryalice Graves
81 7 5	Irene Bell
57 7 25	Norman Wilson
67 8 7	Andrew Arevalo
41 7 25	Jack Hale
52 0 30	Joe Collins
25 8 25	Tracy Hollins
77 2 3	Annie Henderson
25 6 3	Sharon Bowling
88 2 3	Charlene Cook
60 8 10	Oretha Grantham
79 6 27	Kenneth Buchanan
86 7 0	Kelly Aguilar
55 9 4	Cynthia Reid
62 0 2	Alma Aguilar
