10607
87 7 26	See Hines
37 0 7	Laurence Peters
13 6 10	Tammy Hudson
36 11 23	Antoinette Willis
39 3 21	Kim Taylor
75 2 9	Benjamin Griffin
17 11 9	Ella Grantham
13 2 0	Jane Olvera
12 9 15	Joe Evans
21 10 14	Robin Copeland
51 8 18	Andrea Morris
47 8 24	Judith Duong
75 3 9	Walter Hollins
84 11 10	Kim McDaniel
51 5 20	Gregory McDonald
9 1 16	Janet Diaz
39 8 6	Deborah Alvarado
57 11 30	Pamela Clark
42 4 12	Nancy Young
26 0 13	Jeni Campbell
80 4 8	Wayne Marsh
75 3 29	Fred Marsh
81 2 1	Margaret Flynn
45 9 2	Nancy Drake
21 0 1	Alejandro Campbell
15 9 21	Shani Cook
64 1 29	Randee Watson
64 9 16	Johnathan Peters
23 4 9	Maryalice Padilla
52 8 12	Eloise Scott
49 8 16	Dexter Reeves
90 6 22	Jonathan Gonzalez
45 5 4	Carley Peters
35 6 21	Rose Watson
89 11 13	Joshua Ward
81 0 11	Lindsey Huddleston
80 7 0	Sharon Flynn
35 1 19	Jason Bryant
17 7 19	Charlene James
35 0 6	Khadijah Barrett
16 3 1	Benjamin Jones
8 1 9	Inez Henderson
44 0 30	Terry Wheeler
44 10 16	Karrie Gonzalez
46 9 10	Catherine Ingram
48 11 8	Karrie Whitworth
45 2 22	Marjorie Moore
41 9 6	Josphine Anderson
43 10 11	Eliana Garcia
50 10 16	Lonnie Wagner
60 10 11	Andrew Hill
11 5 8	Kathleen Cooper
51 6 12	Cheryl Ingram
9 6 5	Judith Fenton
60 10 22	Johnny Huddleston
37 0 4	Alma Lopez
55 0 14	Ernest Ward
80 4 27	Lillian Morgan
14 6 6	Gerard Perkins
25 7 30	Alan Barber
68 3 30	Brandon Drake
60 3 24	Nicholas Hindman
51 9 9	Lindsey Fortune
89 2 22	Timmy Rhodes
41 4 25	Ronald Hunt
23 10 16	Melissa Sullivan
90 6 12	Susan Padilla
64 3 27	Robin Payne
44 6 6	Catherine James
65 1 20	Samual Thompson
79 0 30	Devin Watson
18 9 29	Natalie Adams
29 2 21	Bryant Perkins
58 11 20	Anna Lane
44 11 30	Marilyn Young
23 0 1	Karen Fortune
18 0 29	Sarah Wright
21 1 24	Shrimply Powell
44 0 8	Teresa Cook
21 7 29	George Walker
39 8 6	Inez Dennis
27 10 28	Adam Seymore
73 0 26	Lucia Aaron
84 2 7	Laura Shuman
73 10 7	Terry Mccune
85 10 19	Khadijah Watson
46 0 22	Santiago Sanchez
57 10 1	Andrew Price
56 7 11	Gregory Maier
61 9 1	Judith Russell
51 1 13	Benjamin Medina
63 8 1	Angelika Coleman
51 9 8	Laurence Maldonado
63 5 3	Ernest Platt
80 10 30	Rebecca Bass
24 4 16	Lindsay Foster
12 3 5	Martin Hudson
35 9 29	Levi Parker
51 4 3	Anya Barber
27 7 24	Dennis Tate
81 9 4	Ronald Ingram
64 11 26	Andres Cook
86 4 2	Rosie Doyle
79 9 22	Dorothy Mitchell
76 2 15	Deborah Aaron
49 6 7	Steve Flynn
49 9 3	Alice Bryant
31 4 22	Jack Evans
36 5 18	Charlene Graves
13 10 1	Aubrey Moran
85 3 8	Michelle Long
78 10 27	Max Webb
14 10 28	Dawne Gonzalez
19 4 0	Nicholas Tate
20 10 7	Clark Olvera
20 8 20	Richard Faison
54 0 23	Robin Turner
45 5 0	Gordon Mabry
23 1 18	Eloise Payne
75 7 9	Rebecca Platt
21 10 26	Levi Lane
45 0 12	Jenifer Williams
30 1 2	Roy Wagner
58 3 21	Diane Yoon
55 0 13	Martin Miller
57 0 7	Calvin Bell
36 8 30	Earnest Holt
36 11 4	Doris Baker
53 2 26	Kenneth Gonzalez
42 6 0	Gerard Carvalho
53 8 26	Martin Scott
48 3 26	Jacqulyn Freeman
57 2 16	Janice Moore
77 3 18	Alejandro Pulliam
60 0 15	Wilson Blanton
19 11 28	Rebecca Banks
81 1 4	Terence Bowling
50 2 1	Angie Faison
27 10 27	Joe Barth
46 11 7	William Richardson
40 8 26	Nicolette Hubbard
63 8 29	Dwayne Kelly
14 6 28	Gerard Hernandez
51 1 30	Nelson Horowitz
51 10 0	Shrimply Mccune
46 0 30	Myron Ruiz
84 4 22	Val Reed
69 4 30	Samual Bryant
47 5 9	Salvador Brockman
82 5 30	Lucia Casey
9 8 22	Ken Collins
22 11 20	Heidi Clark
20 1 12	Devin Adams
89 5 17	Dani Lee
24 1 1	Wade Hernandez
43 4 30	Diane Simmons
32 7 4	Lindsey Evans
88 6 27	Annie Green
82 3 4	Annie Rhodes
38 5 20	Wade Peters
11 2 29	Marshall Turner
84 9 18	Patricia Porterfield
58 5 25	Samual Yoon
28 9 20	Dani Humphrey
69 7 30	Glennis Rivera
82 4 26	Lonnie Rogers
70 2 8	Julie Wright
56 0 15	Howard Cooper
74 0 15	Barbara Harris
65 8 20	Rose Gracia
58 5 25	Melita Hamilton
72 4 21	Andrew Bennett
62 5 15	Ivan Morgan
55 7 14	Treva Perkins
39 1 8	Christopher Kelley
29 7 12	Estelle Dennis
69 8 13	Adam Perry
8 3 7	Niki Hernandez
38 3 2	Marilyn Casey
29 1 10	Sophia Porterfield
75 8 15	Randee Harrison
40 6 13	Sophia Franklin
72 6 2	Marion Hubbard
65 6 10	George Pibbles
47 2 3	Jean Hamilton
55 11 30	Susan Sullivan
53 7 15	Elvina Doyle
10 1 15	Glennis Evans
19 7 14	Donald Baumann
38 7 24	Belinda Butler
88 4 21	Grace Barber
41 10 7	Helen Wright
70 1 5	Christopher Meyer
40 7 2	Delaine Perry
16 5 20	Martin Lamb
81 5 22	Carley Anderson
66 1 3	Andrea Hughes
82 6 10	Margaret Torres
31 1 23	Clark Sanchez
15 9 8	Dawne Flowers
60 9 5	Dennis Drake
9 4 15	Roger Griffin
78 0 24	Annie Hollins
68 8 0	Walter Caraballo
74 8 19	Lynn Ball
14 8 19	Jackeline Clark
22 8 27	Kathy Bennett
83 8 2	Carl Kelly
87 7 22	Vera Vaughn
35 3 22	Inez Lanham
8 9 2	Maryalice Murphy
79 9 9	Jean Bowling
80 1 27	Rafael Foster
31 7 1	Germaine Knight
90 2 7	Joanne Duong
75 0 24	Patricia Lane
78 3 18	Marshall Coleman
54 1 23	Sherri Garcia
46 7 7	Candelaria Meyer
33 8 8	Mary Platt
47 6 11	Arthur Price
15 9 18	Santiago Vargas
31 7 2	Levi Kelley
69 5 15	Ryan Turner
63 4 9	Gregory Neal
34 6 8	Rufus Meyer
28 1 0	Lucia Sanchez
71 5 25	Judith Harrington
68 1 22	Benjamin Casey
64 11 27	Andre Pibbles
37 6 9	Nicolette Dennis
68 9 14	Santiago Payne
53 11 13	Martha Dennis
77 6 30	Jane Lee
19 3 7	Rufus Rivera
76 6 27	Andres Pibbles
37 3 29	Angelika Miller
74 7 0	Brandon Mccune
20 1 27	Aubrey Freeman
73 2 8	Joanne Shuman
26 1 19	Edward Bowen
77 2 17	Joshua Shuman
38 8 16	Eloise Evans
65 1 23	Bryant Nelson
8 9 15	Joe Simmons
33 0 10	Natasha Taylor
43 10 24	Jose Payne
24 2 16	Delaine Dunn
56 10 1	Aubrey Casey
71 7 12	Lillian Hill
41 6 28	Heidi Ramirez
48 11 17	Cynthia Kelley
42 11 29	Anna Main
81 8 12	Janice Dunn
23 7 19	Clark Stewart
90 4 9	Laurence Mabry
69 3 12	Jenifer Cook
64 1 30	Shani Rhodes
35 8 18	Stasia Fortune
45 3 19	Terrell Sterling
41 9 27	Alice Bryant
19 1 18	Angelika Holt
19 10 16	Herma Johnson
58 3 0	Margaret Gray
29 10 1	Eliana Campbell
43 9 23	Earnest Watson
21 9 23	Collen Morris
56 0 24	Jeni Brown
19 8 23	Delaine Martinez
86 5 4	Angel Walker
72 7 6	Adam Ramirez
18 5 26	Myron Ball
13 4 9	Julie Ross
60 11 22	Andre Neal
45 8 9	Terry Rhodes
37 5 30	Johnathan Alvarado
66 5 0	Rachel Maier
27 2 22	Edward Roberts
45 4 0	Felipe Perez
46 0 22	Katherine Campbell
16 0 6	Kelly Walker
18 4 0	Darrin Roland
71 0 3	Rachel Lopez
42 10 30	Krissy Miller
52 2 14	Andrew Kelley
76 10 19	Lonnie Drake
81 7 22	Diane Parker
22 3 25	Katherine Patterson
58 4 4	Melissa Hutchings
62 2 26	Andrea Boyle
52 3 14	Devin Jackson
17 0 16	Catherine Mabry
73 3 6	Howard Ruiz
29 8 10	Earnest Foster
62 4 26	Brian Tate
25 9 10	Claudine Bowling
79 4 16	Clarence Brooks
36 7 5	Eliana Edwards
26 3 29	Mildred Turner
32 8 5	Brandon Lanham
79 9 5	Calvin Campbell
26 8 30	Marion Walters
33 10 28	Valerie Roland
41 10 24	Jane Hale
84 2 26	Lynn Cook
68 5 23	Hugh Alexander
8 0 3	Antoinette Doyle
28 2 16	Ken Jackson
54 10 22	Lillian Richardson
86 9 4	Anthony Campbell
58 4 10	Estelle Dean
33 0 9	Rafael Duong
76 6 22	Devin Watson
8 9 12	Charles Steadman
37 2 0	Jane Brooks
82 7 25	Timothy Lopez
69 10 3	Rebecca Olvera
37 11 0	Jenifer Pibbles
23 7 7	Lillian Barber
16 5 10	Mildred Banks
55 4 10	Cheryl Walters
36 1 15	Gerard Platt
57 3 0	Bryant Lindsey
83 8 5	Natalie Whitworth
66 9 5	Rosie Hubbard
26 10 20	Janice Sterling
49 9 16	Brandon Simmons
74 2 19	Lillian Evans
39 8 8	Delaine Copeland
59 4 22	Nicolette Reeves
35 4 8	Edward Lamb
14 3 13	Janice Bennett
42 5 5	Kevin Copeland
38 3 29	Eugenia Thompson
33 8 28	Raymond Hardy
13 1 29	Brandon Coleman
18 11 21	Sarah Wood
41 4 11	Ella Harvey
19 3 26	Ernest Browne
33 8 13	Alma Dennis
50 11 11	Christine Lanham
85 3 4	Susan Lindsey
71 2 17	Jack Flores
39 6 21	Kevin Turner
31 6 19	Erica George
12 1 16	Lonnie Brooks
34 2 21	Charlene Campbell
12 3 29	Ronald Tate
54 6 4	Jeni Doyle
43 5 9	Mary Yoon
67 2 23	Karrie Mitchell
83 10 25	Irene George
16 7 17	Fred Shuman
37 2 10	Gordon Brockman
23 0 1	Samual Lee
56 10 5	Sherri Thomas
89 6 10	Spencer Mabry
19 6 29	Salvador Watson
9 10 26	Eileen Carr
79 2 22	Joanne Holloway
67 11 18	Carley Hughes
14 9 25	Wilson Russell
15 6 20	Mildred Weaver
90 2 16	Angie Butler
80 3 21	Aida Perez
53 7 10	Howard Gonzalez
11 3 18	Zachary Reddick
70 10 0	Michael Shuman
71 7 26	Germaine Porterfield
13 2 28	Sarah Jackson
39 6 8	Rebecca Gonzalez
75 7 26	Dorothy Fortune
65 6 20	Amanda Robinson
22 9 8	Kimberly Copeland
24 8 11	Calvin Hamilton
89 10 26	Betty Dunn
47 0 27	Margaret Flaherty
71 3 24	Maryalice Jenkins
78 2 3	Angie Lanham
75 6 27	Kathy Banks
53 0 20	Ernest Reddick
70 4 10	Melissa Tate
23 6 20	Dwayne Torres
18 8 5	Susan Nunez
23 7 3	Nicholas McDonald
26 11 25	Heidi Wright
67 3 27	Grace Rogers
81 2 22	Angel Steadman
80 10 7	Lindsay Dennis
84 2 8	Max Garcia
48 1 3	Annie Taylor
40 7 8	Natasha Ball
21 5 30	Roy Tackett
19 2 29	Zachary Hudson
41 7 13	Marjorie Vega
61 9 26	Rufus Simpson
51 7 6	Aubrey Henderson
62 8 14	Estelle Neal
45 11 9	Lindsay Sterling
44 7 9	Devin Roberts
68 11 18	Mary Blanton
50 10 13	Ramiro Scott
56 11 18	Kelly Johnson
63 11 7	Delaine Simmons
88 4 6	Kim Cox
45 2 2	Clark Thompson
31 11 11	Edward Sanchez
44 1 3	Earnest Smith
43 6 20	Brandon Alexander
49 0 11	Lillian Nunez
50 0 14	Aida Davis
24 6 26	Lillian Holt
49 2 13	Aida Morgan
39 0 15	Gary Butler
45 0 5	See Vaughn
85 9 22	Levi Wilkins
12 4 7	Martin Baker
38 2 6	Karrie Bennett
33 11 3	Rafael Cooper
31 10 8	Lila Price
18 11 20	Elvina Edwards
49 1 16	Nicolette Padilla
44 8 13	Terrell Platt
52 4 30	Nancy Jenkins
33 10 14	Johnathan King
60 11 3	Catherine Horan
65 0 25	Chris Wilkins
57 7 15	Heidi Gray
86 7 19	Jason Ward
82 6 14	Deborah Duong
72 10 0	Janet McDaniel
66 7 20	Helen Dennis
13 11 12	Darrin Dunn
64 7 11	Maddie Browne
76 1 26	Ella Clark
77 0 25	Julie Russell
59 11 9	Lila Holloway
87 11 0	Nancy Torres
51 9 0	Marie Ruiz
8 1 7	Marion Martin
81 6 11	Wayne Sterling
64 3 12	Randee Alexander
27 9 1	Ronald Holt
74 8 17	Anthony Harrison
85 6 18	Rachel Vaughn
64 3 9	Doris Vaughn
57 3 9	Melissa Benton
21 11 7	Benjamin Drake
45 7 10	Val Taylor
72 2 30	Candelaria Drake
77 5 23	Levi Arevalo
17 5 10	Randee Ross
68 10 15	Claudine Medina
18 1 28	Christopher Alexander
34 2 7	Natalie King
58 5 19	Walter Morris
31 6 3	Clayton Perez
32 0 26	Pamala Young
14 3 28	Norman Main
14 6 11	Kevin Duong
41 6 27	Stasia Bailey
83 10 14	Dennis Hudson
23 8 25	Nicolette Lanham
78 3 23	William Roland
26 5 12	Walter Simmons
36 3 30	Glennis Campbell
83 5 2	Luz Bass
9 8 24	Walter Richardson
19 7 11	Rosie Holt
25 4 23	Timothy Flaherty
52 9 18	Melissa Price
34 9 25	Christopher Harvey
85 10 14	Yuonne Holt
43 10 14	Mary Vaughn
87 11 11	Felipe Benton
83 0 5	Zada Reid
56 10 17	Laurence Wright
74 11 5	Clarence Jones
72 2 5	Alma Scott
57 7 14	Lynn Blanton
27 9 16	Diane Marsh
43 0 5	Judith Caraballo
73 0 25	Kasie Hutchings
12 4 3	Arthur Knight
10 6 16	Lynn Flowers
49 10 1	Lucia Carr
33 0 0	Christopher Barnes
35 8 5	Pat Barnes
84 11 28	Jose Henderson
31 5 24	Laurence Watson
39 2 27	Ella Henderson
89 1 11	Kevin Washington
39 4 15	Roger Ward
37 1 6	Delaine Alvarado
18 3 21	David Holloway
61 5 25	Maddie Faison
34 6 3	Gregory Lamb
64 11 22	Erica Webb
42 4 14	Carl Harris
69 8 20	Sarah Perez
77 7 24	Joshua Bryant
63 6 14	Angel Flaherty
63 0 28	Eugene Watson
86 0 9	Patricia Campbell
89 0 13	Lillian Sullivan
64 0 3	Lynn Ward
77 0 18	Josphine Hale
53 11 27	Darrin Davis
73 9 8	Helen Vega
77 11 24	Mary Benton
35 0 25	Dwayne Harrison
52 10 12	Shani Harris
15 1 17	Rafael Morris
42 11 16	Maryalice Gray
72 3 28	Rosie Baker
25 0 19	Salvador Flowers
83 1 15	Natalie Tackett
52 7 13	Barbara Blanton
41 8 12	Kevin Barber
78 9 19	Nicholas Parker
59 3 10	Salvador Lamb
18 5 23	Heidi Franklin
43 9 5	Melita Moore
31 8 19	Eliana Fortune
32 9 23	Joe Diaz
59 11 16	Tammy Carvalho
70 5 28	Roger Martinez
71 1 29	Hsiu Rodriguez
25 1 4	Teresa Steadman
10 10 13	Belinda Cooper
67 10 20	Wayne Cook
66 3 18	Jean Rogers
48 0 27	Wanda Lee
39 3 3	Brandon Pulliam
12 10 20	Jacqulyn Horowitz
68 9 11	Mildred Baumann
32 9 30	Eugene Hughes
25 5 20	Wanda Martinez
86 9 29	Dorothy Martinez
86 7 30	Martin Buchanan
71 5 3	Adam Campbell
56 11 29	Collen Gray
11 1 15	Roger Sanchez
74 6 13	Jennifer Wilson
22 10 6	Timmy Price
41 4 19	Vera Duong
41 8 17	Sarah Barlow
8 7 7	Ken Hines
35 6 6	Susan Price
83 4 27	Amanda Archer
28 10 11	Hsiu Wheeler
29 3 28	Lucia Freeman
43 8 24	Tammy Wilkins
10 10 3	Janet Lanham
47 9 20	Carl Ward
66 1 3	Nelson Harris
11 9 0	Denise Watson
56 10 8	Angie McDaniel
77 6 23	Laura Ball
84 8 9	George Lanham
76 5 27	Lucia Nunez
44 9 26	Johnny Turner
32 9 27	Nancy Watson
16 8 16	Andrew Richardson
89 10 29	Susan Lane
19 4 4	Sharon Steadman
70 6 3	Angie Boyle
9 3 14	Aaron Sterling
67 6 27	Max Olvera
59 11 11	Kimberly Scott
59 5 5	Gary Perkins
46 8 2	David Collins
83 4 20	Samual Hindman
80 10 17	Edward Knight
26 5 23	Shani Hines
36 3 25	Wayne Fenton
9 11 28	Wayne Green
53 10 10	Donald Gracia
44 3 6	Jennifer Bennett
32 3 2	Deborah Peterson
23 7 10	Andre Moore
73 6 22	Bobby Nelson
36 1 28	Andres Rogers
16 5 10	Anna Porterfield
68 2 2	Joe Washington
68 7 0	Collen Dennis
30 8 21	Herma Tiller
72 9 17	Shrimply Huddleston
68 0 25	Norman Cox
18 7 10	Kathleen Hutchings
90 7 24	Wanda Jones
60 2 7	Martin Barber
62 9 3	Brandon Long
27 1 15	Maryalice Aaron
16 10 15	Jorge Franklin
85 0 2	Angel McDonald
81 6 0	Charles Bailey
29 7 28	Timothy Barrett
40 0 28	Joanne Cooper
53 9 25	Christine Bryant
71 4 9	Jonathan King
10 7 8	Khadijah Lewis
74 6 4	Irene Neal
59 10 13	Jennifer Powell
39 11 25	Carley Gracia
74 4 0	Ella Butler
71 10 22	Steve Young
76 9 5	Jacqulyn Garcia
73 9 0	Kathleen Hines
80 3 20	Tammy Williams
15 0 7	Joanne Hill
17 7 6	Joanne Rivera
10 9 18	Rachel Henderson
64 4 25	Cynthia Hughes
28 9 10	Doris Washington
35 8 23	Randee Flores
36 4 12	Helen Richardson
31 10 5	Charlene Mitchell
55 0 1	Helen Coleman
90 10 22	Zada Powell
18 11 21	See Medina
49 7 13	Eugene Baldwin
36 2 28	Ronald Blanton
85 1 15	Val Gracia
75 3 28	Brandon Evans
24 5 12	Rosie Powell
15 3 9	Santiago Long
40 7 25	Darrin Neal
33 5 17	Andrew Lanham
20 11 18	Sharon White
43 0 28	Eugenia Baldwin
55 0 21	Herma Caraballo
81 9 4	Kimberly Platt
74 7 4	Max Vaughn
14 1 1	Arthur Barber
73 6 11	Kimberly Lane
34 4 25	Nelson Butler
32 8 27	Frankie Stokes
90 1 20	Mary King
54 0 23	Marshall Harrington
57 10 13	Ernest Tackett
51 10 9	Maria Flores
9 10 10	Barbara Harrison
49 3 18	Katherine Vargas
36 6 6	Jason Browne
28 2 10	Aaron Willis
75 6 7	Roger Bailey
33 7 13	Richard Tate
21 10 8	Antoinette Yoon
80 0 18	Rafael Powell
88 11 30	Cheryl Baldwin
15 6 10	Lillian Clark
11 3 11	David Richardson
27 11 20	Adam Anderson
37 2 2	Ryan Gonzalez
33 11 12	Eileen Harris
41 8 20	Johnathan Torres
77 4 1	Kenneth King
12 11 18	George Knight
56 4 19	Benjamin Morris
86 9 30	Martin Carter
17 5 5	Devin Padilla
61 4 28	Dawne Alexander
24 3 29	Clayton Wilkins
59 10 18	Donald Hudson
89 10 13	Ken Dean
38 3 24	Jackie Main
31 5 20	Joshua Boyle
12 2 30	Jean Norman
57 4 10	Nancy James
68 5 17	See Edwards
17 7 21	Wilmer Duong
71 3 8	Adam Medina
63 11 1	Vera Harris
89 4 6	Clarence Olvera
19 10 18	Laura Kelly
33 7 14	Ella Vaughn
35 8 21	Dexter Phillips
29 9 4	Patti Ingram
16 4 21	Jack Tackett
78 11 15	Helen Carr
24 6 15	Norman Hindman
14 10 10	Ronald Hughes
54 10 16	Tracy Hill
78 1 27	Jorge Jackson
14 3 7	Kelly Hill
45 0 21	Roy Pulliam
13 11 0	Chris Dean
76 10 30	Jacqulyn Willis
69 8 16	Sarah Townsend
70 5 9	Josphine Maldonado
39 5 16	Lynn Gonzales
79 10 12	Deborah Hudson
25 2 29	Dorothy Hindman
40 10 18	Lindsey Carter
60 4 30	Aaron Evans
80 3 0	Fred Price
17 11 28	Shani Smith
40 0 11	Diane Flaherty
61 0 3	Dawne Jones
56 9 6	Grace Thompson
13 0 21	Tracy Garcia
55 6 7	Marshall Torres
69 10 4	Dennis Stokes
42 8 19	Stephenie Barnes
21 8 30	Shrimply White
46 1 4	Patti Shuman
71 7 7	Calvin Richardson
14 0 19	Raymond Whitworth
66 5 19	Ramiro Kelley
12 11 26	Myron Hill
61 1 25	Joanne Baumann
24 4 12	Ryan King
9 6 6	Martin Cooper
56 6 10	Donald Copeland
65 0 21	Irene Tiller
81 6 23	Tammy Gonzalez
25 5 4	Alejandro Mccune
87 7 12	Casey Maier
47 7 3	Rachel Powell
42 6 7	Andres Richardson
55 2 8	Natasha Bailey
19 1 10	Salvador Whitworth
26 0 17	Glennis Cox
48 2 6	Tammy Flynn
30 2 16	Jean Rivera
51 3 6	Grace Clark
60 4 23	Stasia Lanham
85 5 2	Judith Evans
67 1 9	Sharon Griffin
36 7 17	Janice Jones
25 3 18	Kevin King
21 11 19	Kimberly Fortune
40 11 10	Angie Sanchez
10 1 26	Jackie Martin
80 7 7	Cecil Meyer
21 1 0	Lillian Butler
61 7 29	Andrea Russell
75 1 2	Germaine Sherman
41 7 30	Kim Foster
16 0 2	Aaron Tate
60 5 11	Diana Norman
61 11 26	Stephenie Doyle
61 6 19	Cecil Torres
28 3 10	Angelika Copeland
56 6 23	Dennis Pibbles
28 9 10	Alan Baldwin
27 4 23	Nancy Marsh
8 1 15	Hsiu Brown
25 10 3	Joe Yoon
9 9 1	Christopher Bell
47 11 5	Andre Holloway
49 4 26	Betty Peters
31 6 5	Clarence Neal
87 9 23	Anthony Butler
69 4 21	Wanda Arevalo
81 6 21	Ken Flowers
68 0 11	Dennis McDonald
48 7 30	Hugh Hindman
77 8 17	Kathy Alvarado
63 7 17	Steve Coleman
32 9 24	Felipe Gonzalez
56 3 8	Aida Gray
49 2 20	Dorothy Rhodes
16 2 19	Laura Evans
22 8 6	Teresa Evans
36 4 9	Mildred Collins
16 6 1	Jason Hale
70 5 4	Rachel Stokes
44 2 15	Nicholas Sullivan
45 4 2	Rosie Collins
62 6 30	Bobby Nunez
44 2 3	Stasia Hall
69 1 18	Alice Drake
23 7 13	Gregory Morgan
34 3 24	Roy Grantham
39 3 10	Gordon Collins
49 2 17	Brian Barber
86 10 30	Roger Simmons
45 4 28	Howard Duong
42 1 5	Angie Payne
64 0 24	Timmy Alexander
75 2 17	Marilyn Moore
60 6 17	Carl Alexander
85 9 21	Rosie Horowitz
60 6 30	Andres James
78 0 26	Kenneth Walker
46 10 20	Alma Gonzales
49 1 27	Dawne Baumann
45 0 0	Treva Hines
83 6 16	Adam Miller
17 2 16	Diana Alexander
18 4 7	Lonnie Hunt
53 2 11	Hugh Phillips
53 11 22	Janice Doyle
23 0 30	Darrin Harris
24 10 19	Anna King
24 7 28	Dwayne Arevalo
77 9 16	Glennis Anderson
42 5 15	Jacqulyn Price
20 2 17	Arthur Griffin
11 3 29	Val Baumann
59 3 28	Tracy Blanton
35 9 29	Christine Knight
56 8 29	Roger Smith
53 4 10	Ronald Holloway
64 9 12	Laura Cook
56 9 18	Robin Hunt
17 9 25	Melissa Phillips
23 9 3	Dwayne Bennett
88 4 15	Jacqulyn McDonald
60 5 30	Eileen Casey
70 8 0	Andres Bowling
89 4 30	Pat Wagner
82 3 29	Gerard Peterson
42 8 22	Kelly Jones
16 2 20	Katherine Casey
60 10 0	Felipe Butler
81 11 24	Gregory Morgan
50 7 12	Jackie Turner
90 6 13	Laurence Casey
24 2 8	Aaron Bell
77 2 22	Lucia Bowling
64 4 4	Rebecca Sanchez
71 6 5	See Nunez
83 7 18	Valerie Duong
34 2 10	Jose Hardy
38 5 22	Lindsey Holloway
16 4 12	Wayne Perkins
71 2 20	Cheryl Morgan
12 2 8	Estelle Barnes
54 9 8	Luz Webb
63 6 19	Eugenia Harvey
43 9 26	Valerie Allen
77 0 6	Max Walters
51 10 8	Ella Rodriguez
70 8 21	Frankie Sanchez
48 0 30	Cheryl Scott
41 0 12	Terrell Barlow
34 1 29	Jane Vaughn
22 6 6	Brandon Porterfield
57 3 29	Estelle Meyer
72 0 10	Lindsey Simpson
50 11 11	Amanda Dean
70 5 13	Angel McDonald
63 2 7	Anthony Moran
52 1 18	See Clark
82 2 11	Barbara Hutchings
87 1 17	Lila Payne
34 7 11	Joanne Sterling
81 3 11	Valerie Shuman
68 5 16	Joanne Platt
64 1 11	Doris Casey
82 6 23	Deborah Wagner
34 10 29	Charlene Mabry
12 10 26	Clayton Watson
70 3 4	Belinda Alvarado
23 2 14	Clarence Moran
39 9 27	Ken Holt
22 9 13	Eliana Allen
52 8 9	Kathy Browne
48 6 4	Arthur Hindman
14 8 9	Josphine Thomas
8 10 7	Nelson Graves
65 9 30	Michelle Morris
29 11 4	Lonnie Lewis
88 4 2	Eugenia Banks
79 5 2	Jean Jenkins
82 10 28	Nancy Turner
22 1 29	Deborah James
29 10 18	Jacqulyn Green
62 1 28	Martin Neal
58 1 9	Terry Hudson
15 7 5	Adam Scott
22 3 4	Ryan Coleman
39 10 21	Dorothy Copeland
85 4 17	Delaine Clark
10 1 28	Terrell Thompson
50 7 21	Ken Lamb
31 10 7	Maryalice Vargas
78 10 22	Spencer Gonzalez
80 11 23	Nicholas Foster
58 4 9	Helen Edwards
9 6 20	Clarence Taylor
75 8 13	Samual Cook
60 10 26	Niki Mccune
18 11 19	Rachel Morgan
11 8 15	Lucia Hutchings
69 8 0	Benjamin Rhodes
86 5 23	Bobby Wheeler
29 4 11	Zada Holt
30 3 24	Jack Barrett
74 11 29	Melissa Benton
87 3 23	See Peterson
8 10 18	Bryant Price
73 6 10	Pat Patterson
52 3 20	Eugenia Sanchez
85 0 8	Joe Hunt
20 1 2	Marie Hardy
66 9 0	Wanda Norman
85 7 7	Jonathan Maldonado
82 3 7	Jenifer Harris
13 3 3	Myron Tate
36 0 21	Marion Hale
87 3 29	Eugene Murphy
50 7 2	Angie Davis
42 7 12	Christine Sanchez
16 9 20	Doris Wood
19 3 27	Rachel Holland
39 2 17	Belinda Buchanan
16 5 27	Dawne Hardy
79 0 7	Jorge Miller
20 2 0	Melissa James
45 0 2	Michelle Mccune
16 1 2	Terence Faison
30 7 28	Laura Benton
29 5 27	Belinda Holland
17 6 25	Margaret Harvey
16 2 18	Alycia Green
61 9 4	Alan Norman
26 1 13	Lila Phillips
18 1 17	Kelly Padilla
70 3 4	Anya Banks
20 4 4	Maria Peterson
25 9 4	Claudine Reeves
84 5 17	Frankie Hernandez
24 9 24	Rebecca Washington
39 2 1	Lynn Stewart
19 4 8	Vera Barnes
28 2 8	Karrie Tackett
21 7 18	Laurence Dunn
9 0 10	Willie Blanton
32 8 20	Sherri Perez
25 8 1	Clayton Hindman
12 1 21	Martin Taylor
43 5 24	Felipe Vaughn
40 1 2	Marie Blanton
34 7 20	Hsiu Morris
22 5 25	Chris Gonzales
46 0 4	Nelson Townsend
44 9 23	Teresa Reed
72 10 29	Jeremy Adams
70 8 30	Dawne Horan
48 3 5	Ken Howard
49 10 17	Denise Browne
47 7 22	Cynthia Flynn
44 7 4	Johnny Bryant
33 4 21	Aida Bell
11 5 3	Rose Horan
75 11 28	Gerard Sullivan
9 0 22	Brandon Bailey
73 11 20	Maryalice Sanchez
90 2 14	Zada Davis
12 5 14	Gregory Hines
63 10 24	Angelika Dunn
58 4 17	Valerie Lanham
59 10 4	Shrimply Price
9 5 22	Natalie Dean
85 10 5	Teresa Tiller
16 3 20	Vera King
60 3 5	Michael Ruiz
43 9 7	Amanda Caraballo
10 10 12	Catherine Brooks
65 0 2	Kathy Taylor
36 9 7	Howard Adams
54 0 14	Barbara Freeman
84 3 2	Elijah Lindsey
72 2 8	Stephenie Townsend
9 5 27	Jeremy Lindsey
21 10 20	Terence Yoon
52 10 27	Alma Taylor
13 7 27	Marshall Long
